City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,belaya gora,68.53,146.42,20.95,95,97,12.86,RU,1586195265
296,quebo,11.33,-14.93,91.98,34,0,11.65,GW,1586195265
297,lashio,22.93,97.75,63.88,21,0,1.34,MM,1586195265
298,gualeguaychu,-33.01,-58.52,73.0,49,0,10.0,AR,1586195265
299,ibra,22.69,58.53,86.32,24,16,6.24,OM,1586195265
300,non thai,15.2,102.04,87.01,62,89,3.98,TH,1586195265
301,elat,29.56,34.95,78.8,31,0,17.22,IL,1586195266
302,anadyr,64.75,177.48,-16.01,75,19,4.47,RU,1586195266
303,chicama,-7.84,-79.15,71.6,83,23,12.75,PE,1586195224
304,bouca,6.51,18.27,80.82,57,77,6.29,CF,1586195266
305,pulaski,34.77,-92.3,77.0,60,90,9.17,US,1586195220
306,yakeshi,49.28,120.73,28.02,74,10,7.7,CN,1586195266
307,solvychegodsk,61.33,46.92,27.01,94,31,6.67,RU,1586195266
308,ossora,59.24,163.07,17.24,91,100,4.36,RU,1586195266
309,jizan,17.33,42.67,86.0,70,0,4.7,SA,1586195266
310,kununurra,-15.77,128.73,80.6,88,90,2.44,AU,1586195266
311,taltal,-25.4,-70.48,72.9,57,4,6.71,CL,1586195216
312,awjilah,29.11,21.29,65.55,34,59,12.71,LY,1586195266
313,port angeles,48.12,-123.43,51.01,61,1,3.36,US,1586195243
314,newark,40.74,-74.17,64.0,36,20,10.29,US,1586195183
315,kieta,-6.22,155.63,78.24,74,26,5.37,PG,1586195266
316,margate,51.38,1.39,61.0,38,71,6.93,GB,1586195266
317,husavik,66.04,-17.34,39.2,60,75,47.2,IS,1586195266
318,dublin,37.7,-121.94,53.01,87,90,1.19,US,1586195267
319,lincoln,40.8,-96.67,64.4,68,90,14.99,US,1586195248
320,zuhres,48.01,38.26,43.43,52,0,7.02,UA,1586195267
321,abu kamal,34.45,40.92,71.15,34,80,10.25,SY,1586195267
322,la union,-5.4,-80.75,82.72,54,59,9.64,PE,1586195267
323,ghatanji,20.13,78.32,88.9,26,43,7.07,IN,1586195267
324,arroyo,41.61,-4.8,57.0,81,75,10.29,ES,1586195267
325,urucara,-2.54,-57.76,87.71,73,86,4.85,BR,1586195267
326,praya,14.92,-23.51,82.4,45,20,17.22,CV,1586195267
327,leh,34.17,77.58,19.9,26,85,4.7,IN,1586195267
328,nome,64.5,-165.41,1.99,84,75,20.8,US,1586195072
329,sleaford,53.0,-0.41,61.0,47,39,16.11,GB,1586195267
330,hobyo,5.35,48.53,83.73,70,80,15.57,SO,1586195253
331,andenes,69.31,16.12,37.0,80,100,14.99,NO,1586195268
332,izumo,35.37,132.77,39.2,86,75,3.36,JP,1586195268
333,zhigansk,66.77,123.37,31.44,96,100,8.37,RU,1586195268
334,langxiang,46.95,128.88,27.91,94,100,4.9,CN,1586195268
335,lagoa,39.05,-27.98,61.9,88,91,19.42,PT,1586195087
336,jacqueville,5.21,-4.41,87.8,74,20,10.29,CI,1586195268
337,gatesville,31.44,-97.74,71.01,82,90,4.7,US,1586195268
338,sakhon nakhon,17.16,104.15,75.99,71,58,7.07,TH,1586195268
339,northam,51.03,-4.22,59.0,54,20,10.29,GB,1586195268
340,sitka,57.05,-135.33,39.2,69,90,6.93,US,1586195268
341,scarborough,54.28,-0.4,57.99,47,19,13.87,GB,1586195233
342,peto,20.13,-88.92,97.74,30,19,6.76,MX,1586195269
343,tuburan,6.64,122.27,80.15,78,60,3.27,PH,1586195269
344,kutum,14.2,24.67,76.03,9,28,6.89,SD,1586195134
345,matina,10.08,-83.29,88.0,70,86,11.41,CR,1586195269
346,hamilton,39.18,-84.53,64.99,63,90,6.93,US,1586194993
347,luanda,-8.84,13.23,86.0,70,20,10.29,AO,1586195035
348,mahibadhoo,3.78,72.97,84.97,67,1,7.34,MV,1586195269
349,adrar,20.5,-10.07,93.52,9,0,10.2,MR,1586195269
350,pisco,-13.7,-76.22,75.0,30,1,11.41,PE,1586195097
351,mocuba,-16.84,36.99,73.98,78,0,4.0,MZ,1586195269
352,teguldet,57.31,88.17,36.84,92,73,7.05,RU,1586195269
353,mount gambier,-37.83,140.77,50.0,87,90,3.22,AU,1586195199
354,monkey bay,-14.07,34.92,78.57,64,1,1.01,MW,1586195270
355,saint-leu,-21.15,55.28,77.0,83,20,4.7,RE,1586195270
356,corner brook,48.97,-57.95,35.6,74,90,18.34,CA,1586195270
357,praia da vitoria,38.73,-27.07,64.4,88,40,17.47,PT,1586195270
358,tiksi,71.69,128.87,-0.83,86,0,6.58,RU,1586195102
359,lalin,42.72,-8.12,60.8,71,40,3.36,ES,1586195270
360,nador,35.17,-2.93,62.6,77,75,6.93,MA,1586195270
361,talnakh,69.49,88.4,32.0,95,90,15.66,RU,1586195270
362,dongying,37.46,118.49,58.42,40,6,7.96,CN,1586195270
363,aksarka,66.56,67.8,21.18,97,100,11.95,RU,1586195127
364,miles city,46.41,-105.84,57.0,61,1,3.36,US,1586195270
365,nantucket,41.28,-70.1,55.99,68,1,11.41,US,1586195270
366,ambilobe,-13.2,49.05,75.27,88,16,2.89,MG,1586195270
367,fort smith,35.39,-94.4,72.0,73,75,3.36,US,1586195094
368,lakes entrance,-37.88,147.98,50.72,80,3,9.66,AU,1586195183
369,kuna,43.49,-116.42,55.0,93,20,2.75,US,1586195270
370,vytegra,61.01,36.45,25.34,87,0,2.08,RU,1586195271
371,deputatskiy,69.3,139.9,9.09,90,64,8.52,RU,1586195271
372,coahuayana,18.73,-103.68,82.4,34,5,7.02,MX,1586195271
373,westport,41.14,-73.36,63.0,26,1,8.05,US,1586194984
374,pokhara,28.23,83.98,62.13,21,20,5.7,NP,1586195216
375,batagay-alyta,67.8,130.41,10.54,82,1,4.83,RU,1586195271
376,ilulissat,69.22,-51.1,19.4,57,40,12.75,GL,1586195170
377,isangel,-19.55,169.27,78.6,88,100,29.19,VU,1586195175
378,srednekolymsk,67.45,153.68,11.23,93,78,14.58,RU,1586195271
379,hit,33.64,42.83,78.55,31,100,11.5,IQ,1586195271
380,tabuk,17.42,121.44,72.43,82,2,1.3,PH,1586195271
381,madimba,-10.4,40.33,78.8,88,75,11.41,TZ,1586195271
382,itoman,26.12,127.67,64.4,77,75,3.36,JP,1586195271
383,clarence town,-32.58,151.78,66.99,87,40,9.17,AU,1586195271
384,axim,4.87,-2.24,83.89,75,24,8.79,GH,1586195227
385,linxia,35.6,103.21,40.64,42,100,6.35,CN,1586195272
386,fort frances,48.6,-93.4,46.99,61,90,10.29,CA,1586195183
387,drabiv,49.96,32.15,45.93,51,0,3.67,UA,1586195272
388,santa fe,-31.63,-60.7,75.99,26,0,11.01,AR,1586195272
389,jiazi,22.88,116.07,61.93,90,100,9.35,CN,1586195272
390,ust-kuyga,70.02,135.6,2.14,92,70,1.32,RU,1586195272
391,balabac,7.99,117.06,80.58,82,40,7.96,PH,1586195195
392,grand gaube,-20.01,57.66,79.0,78,40,12.75,MU,1586195272
393,san luis,-33.3,-66.34,67.15,22,0,13.42,AR,1586195272
394,kurlovo,55.43,40.49,29.46,87,54,6.2,RU,1586195272
395,saint-pierre,-21.34,55.48,77.0,83,20,4.7,RE,1586195097
396,emporia,38.4,-96.18,66.0,82,90,10.29,US,1586195272
397,berga,60.39,5.33,46.0,100,75,24.16,NO,1586195273
398,mana,5.66,-53.78,84.7,69,63,11.36,GF,1586195273
399,north bay,46.32,-79.47,46.99,45,75,13.87,CA,1586195109
400,mnogovershinnyy,53.94,139.92,19.45,95,100,8.55,RU,1586195273
401,san jose,37.34,-121.89,51.01,87,90,0.92,US,1586195046
402,general roca,-39.03,-67.58,60.8,29,0,4.7,AR,1586195273
403,muncar,-8.43,114.33,78.6,83,97,3.94,ID,1586195273
404,manzhouli,49.6,117.43,29.52,66,0,6.78,CN,1586195273
405,ciudad bolivar,8.12,-63.55,95.22,37,84,12.73,VE,1586195273
406,darhan,49.49,105.92,41.99,48,47,1.66,MN,1586195273
407,myitkyina,25.38,97.4,70.63,37,9,2.06,MM,1586195273
408,brawley,32.98,-115.53,69.8,34,1,18.54,US,1586195273
409,labuhan,-6.88,112.21,79.92,84,100,4.05,ID,1586195274
410,belmonte,-15.86,-38.88,82.4,65,75,9.17,BR,1586195274
411,ubauro,28.17,69.73,85.12,20,5,5.1,PK,1586195274
412,camacha,33.08,-16.33,71.6,73,20,8.05,PT,1586195275
413,anju,39.62,125.66,42.22,64,29,1.32,KP,1586195275
414,costa rica,-23.42,-54.65,83.53,59,91,8.63,BR,1586195275
415,buchanan,5.88,-10.05,77.0,94,75,12.75,LR,1586195275
416,majene,-3.54,118.97,78.35,84,98,4.29,ID,1586195275
417,hambantota,6.12,81.12,82.56,72,24,3.85,LK,1586195276
418,sao gabriel da cachoeira,-0.13,-67.09,80.6,88,90,8.05,BR,1586195276
419,manicore,-5.81,-61.3,86.61,79,93,3.11,BR,1586195276
420,bumba,2.18,22.47,76.08,75,5,0.96,CD,1586195276
421,najran,17.49,44.13,86.0,19,40,5.82,SA,1586195124
422,ust-ilimsk,58.0,102.66,29.53,90,0,4.92,RU,1586195031
423,fort nelson,58.81,-122.7,21.2,53,75,4.7,CA,1586195277
424,qasigiannguit,68.82,-51.19,19.4,57,40,12.75,GL,1586195277
425,luganville,-15.53,167.17,80.1,84,100,24.07,VU,1586195277
426,souillac,-20.52,57.52,79.0,78,40,12.75,MU,1586195008
427,pacific grove,36.62,-121.92,50.0,81,90,8.05,US,1586195165
428,alice springs,-23.7,133.88,53.6,66,78,5.82,AU,1586195277
429,lima,-12.04,-77.03,78.8,65,16,8.05,PE,1586195029
430,phek,25.67,94.5,53.42,30,17,1.57,IN,1586195192
431,acarau,-2.89,-40.12,80.29,85,98,10.16,BR,1586195277
432,saint anthony,45.02,-93.22,54.0,57,90,10.29,US,1586195278
433,gloversville,43.05,-74.34,59.0,34,1,10.29,US,1586195278
434,arona,28.1,-16.68,69.8,77,75,5.82,ES,1586195278
435,minsk,53.9,27.57,46.4,49,0,2.24,BY,1586195040
436,tura,25.52,90.22,72.09,20,0,3.71,IN,1586195278
437,lebu,-37.62,-73.65,59.25,47,0,21.47,CL,1586195278
438,san cristobal,7.77,-72.22,84.2,70,75,9.17,VE,1586195081
439,marzuq,14.4,46.47,76.69,33,0,6.11,YE,1586195278
440,gladstone,-23.85,151.25,68.0,77,22,4.7,AU,1586195278
441,port lincoln,-34.73,135.87,61.63,73,84,6.04,AU,1586195230
442,the valley,18.22,-63.06,87.8,74,40,11.41,AI,1586195278
443,huilong,31.81,121.66,53.01,80,0,3.44,CN,1586195278
444,nara,34.69,135.8,46.4,65,49,6.93,JP,1586195199
445,zlobin,45.29,14.65,68.0,16,0,14.99,HR,1586195279
446,chauk,20.88,94.82,79.63,37,16,5.84,MM,1586195279
447,chulym,55.1,80.96,35.02,95,100,6.85,RU,1586195279
448,nouadhibou,20.93,-17.03,78.8,54,0,18.34,MR,1586195279
449,katobu,-4.94,122.53,76.21,88,72,0.51,ID,1586195279
450,paamiut,61.99,-49.67,24.22,92,69,5.79,GL,1586195279
451,tavda,58.04,65.27,29.64,97,100,13.0,RU,1586195279
452,sistranda,63.73,8.83,53.6,46,100,20.8,NO,1586195183
453,bitung,1.45,125.18,75.2,100,20,2.24,ID,1586195279
454,hervey bay,-25.3,152.85,66.2,82,1,6.93,AU,1586195279
455,suixi,33.89,116.77,46.87,63,0,4.12,CN,1586195279
456,pizarro,4.95,-77.37,81.3,80,98,4.76,CO,1586195280
457,adre,13.47,22.2,87.78,8,0,10.4,TD,1586195280
458,te anau,-45.42,167.72,54.25,77,86,5.44,NZ,1586195119
459,mehamn,71.04,27.85,30.2,68,100,21.92,NO,1586195280
460,ulaanbaatar,47.91,106.88,35.6,22,1,4.47,MN,1586195280
461,sao jose da coroa grande,-8.9,-35.15,84.42,71,78,10.89,BR,1586195280
462,christchurch,-43.53,172.63,57.99,82,65,8.05,NZ,1586195037
463,ambagarh chauki,20.78,80.72,85.44,22,38,2.35,IN,1586195280
464,kudahuvadhoo,2.67,72.89,84.83,67,19,5.84,MV,1586195280
465,saurimo,-9.66,20.39,69.62,67,92,2.66,AO,1586195280
466,omboue,-1.57,9.26,79.18,88,95,1.66,GA,1586195280
467,hanna,51.63,-111.9,21.0,86,93,7.0,CA,1586195280
468,tantangan,6.62,124.75,76.3,73,60,0.56,PH,1586195280
469,vyartsilya,62.18,30.69,29.23,91,87,7.49,RU,1586195280
470,kastamonu,41.5,33.67,34.7,56,4,8.59,TR,1586195280
471,harper,4.38,-7.72,84.51,78,8,8.59,LR,1586195130
472,cape coast,5.11,-1.25,83.39,79,10,11.77,GH,1586195281
473,bukama,-9.2,25.85,70.12,78,87,1.3,CD,1586195281
474,grindavik,63.84,-22.43,33.8,100,90,38.03,IS,1586195008
475,kavaratti,10.57,72.64,84.7,71,43,8.41,IN,1586195089
476,oriximina,-1.77,-55.87,90.09,60,86,4.36,BR,1586195281
477,garowe,8.41,48.48,80.38,49,0,17.16,SO,1586195225
478,glens falls,43.31,-73.64,59.0,32,1,9.98,US,1586195201
479,taoudenni,22.68,-3.98,96.39,9,0,9.48,ML,1586195281
480,copiapo,-27.37,-70.33,73.4,56,0,9.17,CL,1586195281
481,bowen,-20.02,148.23,72.0,88,3,6.93,AU,1586195281
482,alto araguaia,-17.31,-53.22,87.84,45,3,4.5,BR,1586195281
483,kabanjahe,3.1,98.49,77.0,94,40,2.24,ID,1586195281
484,burnie,-41.07,145.92,46.0,78,2,13.0,AU,1586195281
485,mahon,39.89,4.27,60.8,51,8,6.93,ES,1586195282
486,bobo dioulasso,11.18,-4.3,105.8,13,6,11.41,BF,1586195282
487,college,64.86,-147.8,15.8,72,90,14.99,US,1586195158
488,serenje,-13.23,30.24,62.94,57,36,3.0,ZM,1586195282
489,broome,42.25,-75.83,57.0,37,1,11.41,US,1586195153
490,batemans bay,-35.72,150.18,52.0,96,70,5.28,AU,1586195282
491,fort saint james,54.43,-124.25,31.96,69,71,3.29,CA,1586195282
492,berlevag,70.86,29.09,24.8,73,100,12.75,NO,1586195282
493,naze,28.37,129.48,59.0,87,100,1.12,JP,1586195174
494,zilair,52.23,57.44,25.59,93,11,8.55,RU,1586195282
495,kristinehamn,59.31,14.11,60.8,37,26,6.93,SE,1586195282
496,lembeni,-3.78,37.62,71.15,64,41,8.61,TZ,1586195282
497,vagur,61.47,-6.81,44.46,65,75,36.55,FO,1586195283
498,nuuk,64.18,-51.72,28.4,54,40,5.82,GL,1586195283
499,nagato,34.38,131.2,50.0,57,75,1.12,JP,1586195283
500,santa marta,11.24,-74.2,91.4,70,40,9.17,CO,1586195283
501,beloha,-25.17,45.05,72.34,73,44,4.56,MG,1586195283
502,linjiang,41.81,126.91,35.46,68,79,3.18,CN,1586195283
503,sao joao da barra,-21.64,-41.05,84.2,62,20,13.87,BR,1586195283
504,omsukchan,62.53,155.8,9.55,87,100,4.14,RU,1586195179
505,krizevci,46.02,16.54,62.6,21,0,9.17,HR,1586195283
506,tabalosos,-6.35,-76.68,62.6,100,75,4.7,PE,1586195283
507,palu,-0.89,119.87,76.8,82,97,2.39,ID,1586195283
508,radom,51.4,21.15,57.99,30,0,8.3,PL,1586195283
509,kusti,13.16,32.66,92.08,11,13,6.13,SD,1586195283
510,powell river,49.85,-124.54,46.0,75,75,4.7,CA,1586195109
511,shchigry,51.88,36.9,46.0,24,75,6.71,RU,1586195283
512,olga,43.74,135.29,37.29,72,2,6.31,RU,1586195284
513,biak,-0.91,122.88,78.26,76,94,0.78,ID,1586195191
514,danjiangkou,32.54,111.51,56.61,66,72,0.49,CN,1586195284
515,korla,41.76,86.15,57.99,30,21,3.0,CN,1586195284
516,yelizovo,53.19,158.38,23.0,73,86,6.71,RU,1586195284
517,rehoboth,-23.32,17.08,68.99,14,0,11.27,NA,1586195284
518,palembang,-2.92,104.75,74.16,92,89,2.53,ID,1586195284
519,kandrian,-6.22,149.55,77.86,84,62,4.43,PG,1586195284
520,naantali,60.47,22.02,44.6,56,68,9.17,FI,1586195284
521,alekseyevsk,57.84,108.35,25.0,92,0,2.39,RU,1586195284
522,dubuque,42.48,-90.87,50.0,65,90,9.17,US,1586195018
523,houma,29.6,-90.72,82.0,61,40,11.41,US,1586195284
524,aklavik,68.22,-135.01,28.4,39,75,6.93,CA,1586195090
525,togur,58.36,82.83,36.12,97,100,4.97,RU,1586195284
526,wajir,1.75,40.06,89.6,55,5,3.74,KE,1586195284
527,kayes,14.0,-11.0,108.88,6,0,7.63,ML,1586195284
528,forecariah,9.43,-13.09,88.7,54,0,8.55,GN,1586195285
529,quatre cocos,-20.21,57.76,79.0,78,40,12.75,MU,1586195285
530,russell,32.35,-85.2,84.99,47,1,4.56,US,1586195027
531,pychas,56.5,52.44,34.0,37,100,1.01,RU,1586195285
532,hvide sande,56.0,8.13,64.4,51,0,9.17,DK,1586195285
533,jidong,45.22,131.08,37.11,68,98,6.78,CN,1586195285
534,lewistown,40.6,-77.57,63.0,25,1,13.87,US,1586195285
535,cooma,-36.23,149.13,35.6,93,51,0.81,AU,1586195285
536,yining,29.04,114.56,53.49,75,29,1.41,CN,1586195085
537,ponta delgada,37.73,-25.67,64.4,93,75,10.29,PT,1586195285
538,arras,50.29,2.78,59.0,82,20,5.82,FR,1586195285
539,baihar,22.1,80.55,80.64,24,16,1.63,IN,1586195285
540,marsh harbour,26.54,-77.06,71.8,68,99,13.18,BS,1586195285
541,berdsk,54.76,83.1,39.2,86,90,8.95,RU,1586195286
542,tra vinh,9.93,106.35,77.29,88,81,4.79,VN,1586195100
543,watertown,42.37,-71.18,61.0,22,1,6.93,US,1586195108
544,kjopsvik,68.1,16.37,41.0,74,100,16.11,NO,1586195286
545,salinas,36.68,-121.66,50.0,87,90,4.7,US,1586195220
546,mathbaria,22.29,89.96,79.14,75,0,8.95,BD,1586195286
547,warrnambool,-38.38,142.48,52.0,87,65,2.91,AU,1586195286
548,aswan,24.09,32.91,90.32,12,0,11.88,EG,1586195286
549,ekhabi,53.51,142.97,27.79,97,100,17.31,RU,1586195286
550,oktyabrskiy,54.48,53.47,30.94,86,32,5.68,RU,1586195286
551,goundi,9.36,17.37,94.1,23,70,5.14,TD,1586195286
552,prien,30.18,-93.27,79.0,73,90,10.29,US,1586195139
553,matagami,49.75,-77.63,32.0,87,1,11.41,CA,1586195251
554,yei,4.09,30.68,78.48,46,75,3.15,SS,1586195104
555,parana,-31.73,-60.52,75.99,25,0,5.01,AR,1586195286
556,le mars,42.79,-96.17,62.6,77,75,13.87,US,1586195110
557,woodward,36.43,-99.39,72.0,56,1,21.92,US,1586195287
558,formosa,-26.18,-58.18,82.4,74,75,11.41,AR,1586195287
559,thinadhoo,0.53,72.93,84.97,65,33,2.55,MV,1586195287
560,haradok,55.46,29.98,41.81,73,80,2.8,BY,1586195287
561,berja,36.85,-2.95,62.6,72,97,6.93,ES,1586195287
562,barra da estiva,-13.63,-41.33,77.5,57,71,7.56,BR,1586195287
563,ixtapa,20.7,-105.2,77.0,78,90,6.93,MX,1586195287
564,ankazoabo,-22.28,44.52,70.2,79,7,3.22,MG,1586195287
565,bonga,7.28,36.23,64.69,49,72,1.81,ET,1586195287
566,iskateley,67.68,53.15,13.14,96,88,8.59,RU,1586195192
567,tiznit,29.58,-9.5,66.07,53,14,6.58,MA,1586195287
568,nipawin,53.37,-104.0,28.4,79,90,12.75,CA,1586195287
569,aboso,5.36,-1.95,83.88,68,58,7.14,GH,1586195209
570,sisimiut,66.94,-53.67,17.08,83,60,6.17,GL,1586195234
571,saint-paul,-21.01,55.27,77.0,73,50,12.75,RE,1586195288
572,peniche,39.36,-9.38,62.01,100,90,17.22,PT,1586195288
573,nieuw amsterdam,5.88,-55.08,91.4,52,40,13.87,SR,1586195288
574,bintulu,3.17,113.03,78.8,100,75,3.42,MY,1586195288
575,bethanien,-26.5,17.16,65.95,28,57,13.22,NA,1586195288
576,voh,-20.97,164.7,74.08,82,100,6.93,NC,1586195288
577,maniitsoq,65.42,-52.9,21.2,85,66,2.51,GL,1586195226
578,cabano,10.59,122.7,75.81,68,4,8.79,PH,1586195288
579,silikatnyy,53.99,48.33,32.0,85,95,15.66,RU,1586195288
580,wahpeton,46.27,-96.61,53.6,76,36,16.11,US,1586195289
581,warmbad,-28.45,18.73,61.34,39,90,15.84,NA,1586195289
582,dhidhdhoo,6.88,73.1,84.54,69,3,0.67,MV,1586195289
583,retz,48.75,15.96,62.6,26,0,19.46,AT,1586195289
584,santa cruz del sur,20.71,-78.0,86.72,47,41,4.94,CU,1586195289
585,bara,10.37,10.73,97.79,19,62,3.33,NG,1586195289
586,chapleau,47.84,-83.4,44.6,26,20,5.82,CA,1586195289
587,batagay,67.63,134.63,15.71,92,40,4.16,RU,1586195289
588,howard springs,-12.5,131.05,78.01,88,40,8.05,AU,1586195289
589,filadelfia,39.95,-75.16,64.99,36,40,10.29,US,1586195184
590,narodychi,51.2,29.08,45.48,52,0,2.26,UA,1586195289
591,iquique,-20.22,-70.14,75.2,57,6,20.8,CL,1586195289
592,huaidian,33.43,115.03,48.52,77,0,3.62,CN,1586195290
593,matara,5.95,80.54,79.27,76,49,2.91,LK,1586195201
